処分日,事業者名,個人名,処分内容,処分期間,業態,取扱商品・役務,根拠法令,備考
2019年12月26日,オルネスホールディング株式会社,,,,,パソコン修理,東京都消費生活条例,
2019年4月24日,株式会社アシスト,,,,,情報商材等,東京都消費生活条例,
